133	1	1	4881511	CC
133	1	4882267	6814165	CL
133	1	6814203	8544038	CC
133	1	8544508	8559647	CL
133	1	8560175	10013289	LL
133	1	10013393	10703041	CL
133	1	10703324	17866252	LL
133	1	17867007	21197859	CL
133	1	21198249	22572904	CC
133	1	22573072	23395280	CL
133	1	23397252	25247230	LL
133	1	25247304	28516506	CL
133	1	28516595	30427671	LL
133	2	1	295106	LL
133	2	295317	9736192	CL
133	2	9736328	11408920	CC
133	2	11408980	14154077	CL
133	2	14155299	19698289	CC
133	3	1	2807346	CL
133	3	2807532	7167222	LL
133	3	7167841	18849666	CL
133	3	18850402	21031088	CC
133	3	21031136	23459830	CL
133	4	1	1369599	CL
133	4	1369622	8385357	CC
133	4	8385564	18585056	CL
133	5	1	5137615	CL
133	5	5140623	7811295	CC
133	5	7811393	8440564	CL
133	5	8440723	9402931	CC
133	5	9402972	13879081	CL
133	5	13879478	22575530	LL
133	5	22575738	26975502	CL
