148	1	1	2990397	LL
148	1	2991297	3445239	CL
148	1	3445411	3926892	LL
148	1	3928005	4097027	CL
148	1	4099239	6128638	CC
148	1	6129441	6574438	CL
148	1	6574635	8541021	CC
148	1	8541139	8723414	CL
148	1	8723490	16851223	LL
148	1	16851309	19874812	CL
148	1	19875236	21583945	CC
148	1	21585234	26240710	CL
148	1	26240886	27383098	CC
148	1	27383153	28150033	CL
148	1	28150434	30427671	LL
148	2	1	391461	LL
148	2	393300	2193850	CL
148	2	2193984	9613994	CC
148	2	9614678	10936430	CL
148	2	10937430	12374651	CC
148	2	12377323	15996438	CL
148	2	15996715	17634925	LL
148	2	17635167	18061793	CL
148	2	18062661	19072072	LL
148	2	19072180	19698289	CL
148	3	1	132545	CL
148	3	133532	1575371	CC
148	3	1576543	6395222	CL
148	3	6395387	16421344	LL
148	3	16421371	17390890	CL
148	3	17391013	18896716	LL
148	3	18896936	22217821	CL
148	3	22218330	23459830	LL
148	4	1	7753089	CL
148	4	7753174	12966506	CC
148	4	12966600	14556132	CL
148	4	14556393	18449234	LL
148	4	18449644	18585056	CL
148	5	1	3030904	LL
148	5	3044373	4667463	CL
148	5	4667928	5883032	LL
148	5	5883270	7386535	CL
148	5	7386923	8919947	CC
148	5	8921770	9670995	CL
148	5	9671142	21603268	LL
148	5	21603551	25171496	CL
148	5	25173499	26863440	CC
148	5	26863852	26975502	CL
