110	1	1	3321865	CL
110	1	3323366	5303713	LL
110	1	5304046	8510236	CL
110	1	8510384	11660547	CC
110	1	11661144	11800791	CL
110	1	11800950	30427671	LL
110	2	1	7910381	CL
110	2	7910665	10291567	LL
110	2	10291816	13165403	CL
110	2	13166429	15792219	LL
110	2	15792316	19698289	CL
110	3	1	4262040	CC
110	3	4263025	23459830	CL
110	4	1	5374623	LL
110	4	5375724	10607363	CL
110	4	10607612	18585056	CC
110	5	1	1868216	LL
110	5	1872781	8025050	CL
110	5	8025409	13823380	LL
110	5	13830606	14916386	CL
110	5	14918533	19572626	LL
110	5	19572706	19984765	CL
110	5	19986653	22072893	CC
110	5	22072943	23014874	CL
110	5	23017060	24884564	CC
110	5	24887589	26975502	CL
