119	1	1	5943178	CL
119	1	5945284	12870177	LL
119	1	12870319	23779389	CL
119	1	23779438	30427671	CC
119	2	1	7292705	CL
119	2	7295594	13711266	CC
119	2	13711565	15594904	CL
119	2	15598152	18070447	CC
119	2	18070625	19698289	CL
119	3	1	1485146	LL
119	3	1485455	1497276	CL
119	3	1498221	8931245	CC
119	3	8931900	9481373	CL
119	3	9484586	16404301	CC
119	3	16404729	16895001	CL
119	3	16895416	23459830	LL
119	4	1	8400141	CL
119	4	8400720	18585056	LL
119	5	1	5907176	CL
119	5	5927521	7263908	LL
119	5	7264162	13470581	CL
119	5	13470955	17033142	LL
119	5	17033227	19970620	CL
119	5	19970772	23073405	LL
119	5	23073947	23394304	CL
119	5	23394459	25103232	CC
119	5	25105786	25568260	CL
119	5	25568423	26975502	LL
