2198375	1	1	858097	CL
2198375	1	922673	2275719	LL
2198375	1	2277013	2405641	CL
2198375	1	2405651	4918205	CC
2198375	1	4919579	7883921	CL
2198375	1	7884251	9214342	CC
2198375	1	9223223	17357506	CL
2198375	1	17357821	18035160	CC
2198375	1	18035850	24518646	CL
2198375	1	24523416	30244224	LL
2198375	1	30245127	30427671	CL
2198375	2	1	12321603	CL
2198375	2	12321797	14245893	LL
2198375	2	14253264	14299537	CL
2198375	2	14299676	14706207	CC
2198375	2	14706633	19698289	CL
2198375	3	1	2346800	CL
2198375	3	2347252	4662726	LL
2198375	3	4664042	6773288	CL
2198375	3	6773300	7424423	CC
2198375	3	7424534	21830267	CL
2198375	3	21830343	23459830	CC
2198375	4	1	7248819	CL
2198375	4	7249271	14378061	CC
2198375	4	14387219	18585056	CL
2198375	5	1	9870701	CL
2198375	5	9871249	14118472	LL
2198375	5	14119771	24153543	CL
2198375	5	24153667	24770159	LL
2198375	5	24770544	26130152	CL
2198375	5	26130625	26975502	LL
