2198357	1	1	810708	CL
2198357	1	834960	2622605	LL
2198357	1	2624102	3931913	CL
2198357	1	3932177	4343097	CC
2198357	1	4343331	5410328	CL
2198357	1	5410444	6565796	CC
2198357	1	6566360	7137171	CL
2198357	1	7137403	10377739	CC
2198357	1	10378887	21997862	CL
2198357	1	21998452	27857058	CC
2198357	1	27857609	28639587	CL
2198357	1	28651893	30427671	CC
2198357	2	1	10327869	CL
2198357	2	10328157	10771356	CC
2198357	2	10774095	13255966	CL
2198357	2	13263852	14244446	LL
2198357	2	14245737	15085128	CL
2198357	2	15085187	15739846	CC
2198357	2	15747720	19492902	CL
2198357	2	19493044	19698289	CC
2198357	3	1	493779	LL
2198357	3	494223	1583600	CL
2198357	3	1583625	2712038	LL
2198357	3	2712134	5317704	CL
2198357	3	5317864	15952752	LL
2198357	3	15952831	17895470	CL
2198357	3	17895648	22212244	CC
2198357	3	22212573	23459830	CL
2198357	4	1	8924313	LL
2198357	4	8925096	10385382	CL
2198357	4	10385548	18585056	CC
2198357	5	1	1923237	LL
2198357	5	1924513	4428112	CL
2198357	5	4428274	19131597	LL
2198357	5	19132465	26975502	CL
