2198392	1	1	3376916	LL
2198392	1	3395748	6085121	CL
2198392	1	6087849	7111590	CC
2198392	1	7111714	10017795	CL
2198392	1	10018485	10713602	CC
2198392	1	10714002	11690564	CL
2198392	1	11690610	16445556	CC
2198392	1	16445701	21409162	CL
2198392	1	21409502	26688771	LL
2198392	1	26689069	30427671	CL
2198392	2	1	5586189	CL
2198392	2	5586277	7609715	CC
2198392	2	7610736	10102254	CL
2198392	2	10102499	11337951	LL
2198392	2	11338338	12493783	CL
2198392	2	12494099	19289054	CC
2198392	2	19291392	19698289	CL
2198392	3	1	1284439	CL
2198392	3	1284734	6805196	LL
2198392	3	6805659	10018320	CL
2198392	3	10018730	17886191	LL
2198392	3	17886265	22372007	CL
2198392	3	22372045	23459830	LL
2198392	4	1	721505	LL
2198392	4	721569	11857055	CL
2198392	4	11857258	12377920	LL
2198392	4	12378417	18585056	CL
2198392	5	1	142894	CC
2198392	5	143111	16392866	CL
2198392	5	16393514	18027906	LL
2198392	5	18028368	22179713	CL
2198392	5	22179885	26001735	CC
2198392	5	26004541	26530613	CL
2198392	5	26531283	26975502	CC
