2198402	1	1	4150144	LL
2198402	1	4150207	7709155	CL
2198402	1	7709688	8141793	LL
2198402	1	8142655	8977128	CL
2198402	1	8985127	10722153	LL
2198402	1	10723231	27410156	CL
2198402	1	27414997	28539824	LL
2198402	1	28541614	29098463	CL
2198402	1	29102446	30427671	LL
2198402	2	1	1935735	CL
2198402	2	1935973	6033611	LL
2198402	2	6033845	6289522	CL
2198402	2	6289746	8431583	CC
2198402	2	8433705	10122745	CL
2198402	2	10123211	15586504	CC
2198402	2	15587197	19698289	CL
2198402	3	1	1310569	LL
2198402	3	1312221	2799316	CL
2198402	3	2800340	3627541	CC
2198402	3	3627783	6616262	CL
2198402	3	6619900	22135671	LL
2198402	3	22135939	23459830	CL
2198402	4	1	13406511	LL
2198402	4	13407211	13532903	CL
2198402	4	13533085	18585056	CC
2198402	5	1	3026985	CL
2198402	5	3030904	15374556	LL
2198402	5	15374625	25699212	CL
2198402	5	25699402	26855815	LL
2198402	5	26856260	26975502	CL
