2198369	1	1	772458	CL
2198369	1	772724	4216938	LL
2198369	1	4217365	4776218	CL
2198369	1	4776387	5873791	CC
2198369	1	5874436	7074331	CL
2198369	1	7074336	10364993	CC
2198369	1	10365191	11482864	CL
2198369	1	11484332	16777356	CC
2198369	1	16777627	17032996	CL
2198369	1	17033055	27869924	LL
2198369	1	27870314	29864677	CL
2198369	1	29864742	30427671	CC
2198369	2	1	9249552	CL
2198369	2	9250261	14793183	CC
2198369	2	14798673	15541541	CL
2198369	2	15541643	18563894	CC
2198369	2	18566794	19044491	CL
2198369	2	19045020	19581893	CC
2198369	2	19581929	19698289	CL
2198369	3	1	3197354	CL
2198369	3	3197798	4207718	LL
2198369	3	4211101	6724757	CL
2198369	3	6725703	16839857	CC
2198369	3	16839901	20431842	CL
2198369	3	20431987	21541501	CC
2198369	3	21557825	23459830	CL
2198369	4	1	5384015	CL
2198369	4	5384488	6769473	CC
2198369	4	6769805	7344063	CL
2198369	4	7344199	18275931	CC
2198369	4	18276470	18585056	CL
2198369	5	1	15540755	CL
2198369	5	15541198	20325524	CC
2198369	5	20326374	21276358	CL
2198369	5	21277267	21751487	LL
2198369	5	21763740	22049492	CL
2198369	5	22049715	23792615	CC
2198369	5	23792785	24683939	CL
2198369	5	24690168	25900760	CC
2198369	5	25901005	26368303	CL
2198369	5	26368496	26975502	CC
