2198376	1	1	1797339	CC
2198376	1	1798215	2391819	CL
2198376	1	2392038	6492356	CC
2198376	1	6492411	10343771	CL
2198376	1	10344273	13064973	CC
2198376	1	13065848	21534979	CL
2198376	1	21535081	24317547	LL
2198376	1	24319116	24747171	CL
2198376	1	24747479	25431574	LL
2198376	1	25431932	26520424	CL
2198376	1	26522452	29449108	LL
2198376	1	29450031	30279481	CL
2198376	1	30280707	30427671	CC
2198376	2	1	8147481	LL
2198376	2	8168512	10138700	CL
2198376	2	10139310	14051762	LL
2198376	2	14053701	14483753	CL
2198376	2	14484978	19361663	CC
2198376	2	19369113	19698289	CL
2198376	3	1	994561	CL
2198376	3	994814	5395821	CC
2198376	3	5395835	7422940	CL
2198376	3	7423204	17082838	CC
2198376	3	17083210	18786998	CL
2198376	3	18787031	20443903	LL
2198376	3	20444206	23459830	CL
2198376	4	1	6820566	CL
2198376	4	6820746	10461942	CC
2198376	4	10462026	10949460	CL
2198376	4	10951982	12477219	LL
2198376	4	12479400	13510411	CL
2198376	4	13510822	18585056	CC
2198376	5	1	95265	CC
2198376	5	95822	3688944	CL
2198376	5	3689101	5445563	CC
2198376	5	5445599	7189321	CL
2198376	5	7190062	10137055	LL
2198376	5	10138375	23852431	CL
2198376	5	23852491	25131620	LL
2198376	5	25132963	26211653	CL
2198376	5	26213207	26975502	CC
