2198378	1	1	783499	CL
2198378	1	784382	4193681	LL
2198378	1	4194580	6227484	CL
2198378	1	6227879	10750800	CC
2198378	1	10751116	17713446	CL
2198378	1	17715003	21730444	LL
2198378	1	21730730	30427671	CL
2198378	2	1	9425606	CL
2198378	2	9427455	14280664	CC
2198378	2	14281131	17417933	CL
2198378	2	17418296	18941237	CC
2198378	2	18942716	19698289	CL
2198378	3	1	416198	LL
2198378	3	416706	1811638	CL
2198378	3	1813264	2476704	LL
2198378	3	2476863	3388954	CL
2198378	3	3389313	4966851	LL
2198378	3	4967027	5079992	CL
2198378	3	5124565	9594032	CC
2198378	3	9594986	12451084	CL
2198378	3	12451165	23459830	LL
2198378	4	1	18585056	LL
2198378	5	1	1687042	CL
2198378	5	1692868	2617191	LL
2198378	5	2619649	3654145	CL
2198378	5	3656714	5616713	LL
2198378	5	5617255	17607599	CL
2198378	5	17607894	21802087	LL
2198378	5	21802343	26975502	CL
