2198372	1	1	160515	CL
2198372	1	161527	1433388	CC
2198372	1	1433637	4937906	CL
2198372	1	4938066	11185014	CC
2198372	1	11185706	17535651	CL
2198372	1	17535686	18476550	CC
2198372	1	18478037	19253914	CL
2198372	1	19254047	23908740	CC
2198372	1	23908819	24257702	CL
2198372	1	24257825	25919358	LL
2198372	1	25920778	30273702	CL
2198372	1	30275405	30427671	LL
2198372	2	1	7670808	CC
2198372	2	7670899	17807379	CL
2198372	2	17807746	19200607	CC
2198372	2	19200806	19698289	CL
2198372	3	1	185871	CL
2198372	3	185881	1490996	CC
2198372	3	1491957	3665919	CL
2198372	3	3666564	15924871	LL
2198372	3	15924998	18501646	CL
2198372	3	18501701	23459830	CC
2198372	4	1	7429864	LL
2198372	4	7431899	12023417	CL
2198372	4	12023909	14167684	CC
2198372	4	14169243	18585056	CL
2198372	5	1	15322490	CL
2198372	5	15322742	19884618	CC
2198372	5	19884881	22963764	CL
2198372	5	22964061	24581174	LL
2198372	5	24583103	26635766	CL
2198372	5	26636252	26975502	LL
